State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Surat,Surat,Pumpkin,Other,FAQ,19/05/2025,700,1200,950
Gujarat,Surat,Surat,Tomato,Other,FAQ,19/05/2025,600,2000,1300
Gujarat,Surendranagar,Dhragradhra,Ajwan,Ajwan,FAQ,19/05/2025,6330,6330,6330
Gujarat,Surendranagar,Dhragradhra,"Guar Seed(Cluster Beans Seed)",Whole,FAQ,19/05/2025,3995,4555,4400
Gujarat,Surendranagar,Dhragradhra,Mustard,Mustard,FAQ,19/05/2025,5040,5160,5125
Gujarat,Surendranagar,Dhragradhra,Mustard,Sarson(Black),FAQ,19/05/2025,5890,5890,5890
Gujarat,Surendranagar,Vadhvan,Amaranthus,Amaranthus,FAQ,19/05/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,"Banana - Green","Banana - Green",FAQ,19/05/2025,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Bitter gourd","Bitter Gourd",FAQ,19/05/2025,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,Brinjal,Brinjal,FAQ,19/05/2025,2500,3500,3000
Gujarat,Surendranagar,Vadhvan,Garlic,Garlic,FAQ,19/05/2025,10000,10500,10250
Gujarat,Surendranagar,Vadhvan,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,19/05/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,"Peas Wet","Peas Wet",FAQ,19/05/2025,8500,9000,8750
Gujarat,Vadodara(Baroda),Padra,"Bitter gourd",Other,FAQ,19/05/2025,3000,3500,3250
Gujarat,Vadodara(Baroda),Padra,Cowpea(Veg),Other,FAQ,19/05/2025,3500,4000,3750
Gujarat,Vadodara(Baroda),Padra,"Green Chilli","Green Chilly",FAQ,19/05/2025,1500,3000,2250
Haryana,Fatehabad,Fatehabad,Chikoos(Sapota),Other,Large,19/05/2025,2000,2000,2000
Haryana,Gurgaon,Gurgaon,Cauliflower,Other,FAQ,19/05/2025,1000,2000,1500
Haryana,Gurgaon,Gurgaon,Mango,Other,Large,19/05/2025,3000,5000,4000
Haryana,Gurgaon,Gurgaon,Potato,Other,FAQ,19/05/2025,800,1000,900
Haryana,Gurgaon,Gurgaon,Potato,Other,Non-FAQ,19/05/2025,700,900,800
Haryana,Gurgaon,Gurgaon,Tomato,Other,FAQ,19/05/2025,1000,1200,1100
Haryana,Gurgaon,Gurgaon,"Water Melon",Other,Large,19/05/2025,800,1000,900
Haryana,Hissar,Barwala(Hisar),"Karbuja(Musk Melon)",Other,Medium,19/05/2025,1250,1300,1300
Haryana,Hissar,Barwala(Hisar),Potato,Other,FAQ,19/05/2025,800,1000,900
Haryana,Hissar,Hansi,Spinach,Other,FAQ,19/05/2025,1000,1500,1300
Haryana,Kaithal,Dhand,Tomato,Deshi,FAQ,19/05/2025,1000,1100,1080
Haryana,Kurukshetra,Pehowa,Potato,Other,FAQ,19/05/2025,500,800,600
Haryana,Kurukshetra,Pipli,Onion,Local,FAQ,19/05/2025,305,955,820
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Cabbage,FAQ,19/05/2025,1000,1000,1000
Haryana,Mahendragarh-Narnaul,Narnaul,Cauliflower,Cauliflower,FAQ,19/05/2025,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,Onion,FAQ,19/05/2025,800,1000,1000
Haryana,Mahendragarh-Narnaul,Narnaul,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,19/05/2025,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,Potato,FAQ,19/05/2025,1200,1200,1200
Haryana,Mahendragarh-Narnaul,Narnaul,"Tender Coconut","Tender Coconut",Medium,19/05/2025,5000,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Tinda,Tinda,FAQ,19/05/2025,2000,3000,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Tomato,FAQ,19/05/2025,500,1000,600
Haryana,Mewat,FerozpurZirkha(Nagina),Banana,Other,Small,19/05/2025,2000,2400,2200
Haryana,Mewat,FerozpurZirkha(Nagina),Mango,Other,Small,19/05/2025,4000,5000,4500
Haryana,Mewat,Punhana,Tomato,Other,FAQ,19/05/2025,800,800,800
Haryana,Mewat,Tauru,Banana,Other,Medium,19/05/2025,2000,2000,2000
Haryana,Mewat,Tauru,"Green Chilli","Green Chilly",FAQ,19/05/2025,2000,2000,2000
Haryana,Rohtak,Meham,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,2000,2000,2000
Haryana,Rohtak,Meham,Potato,Other,FAQ,19/05/2025,700,800,750
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,19/05/2025,800,1000,1000
Haryana,Sonipat,Ganaur,Capsicum,Capsicum,FAQ,19/05/2025,2000,2500,2200
Haryana,Sonipat,Ganaur,Coriander(Leaves),Coriander,FAQ,19/05/2025,2400,2500,2400
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,1400,1500,1400
Haryana,Sonipat,Ganaur,Ginger(Green),"Green Ginger",FAQ,19/05/2025,6500,7000,6800
Haryana,Sonipat,Ganaur,Pumpkin,Pumpkin,FAQ,19/05/2025,800,1000,1000
Haryana,Sonipat,Gohana,Brinjal,Other,FAQ,19/05/2025,1500,2500,2000
Haryana,Sonipat,Gohana,"Green Chilli",Other,FAQ,19/05/2025,2000,4000,3000
Haryana,Sonipat,Gohana,"Water Melon",Other,Large,19/05/2025,800,1500,1000
Haryana,"Yamuna Nagar",Radaur,Banana,Other,Medium,19/05/2025,2800,3200,3000
Haryana,"Yamuna Nagar",Radaur,Lemon,Other,FAQ,19/05/2025,4000,5000,4500
Haryana,"Yamuna Nagar",Radaur,"Mousambi(Sweet Lime)",Other,Medium,19/05/2025,3000,3200,3100
Haryana,"Yamuna Nagar",Radaur,"Water Melon",Other,Medium,19/05/2025,500,700,600
Haryana,"Yamuna Nagar",Sadhaura,Apple,Other,Medium,19/05/2025,12000,12000,12000
Haryana,"Yamuna Nagar",Sadhaura,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,350,450,400
"Himachal Pradesh",Chamba,Chamba,"Bitter gourd",Other,FAQ,19/05/2025,3000,3500,3250
"Himachal Pradesh",Chamba,Chamba,"Bottle gourd",Other,FAQ,19/05/2025,1600,1800,1700
"Himachal Pradesh",Chamba,Chamba,Brinjal,Other,FAQ,19/05/2025,2000,2200,2100
"Himachal Pradesh",Chamba,Chamba,Cabbage,Other,FAQ,19/05/2025,1200,1400,1300
"Himachal Pradesh",Chamba,Chamba,Lemon,Lemon,FAQ,19/05/2025,12000,14000,13000
"Himachal Pradesh",Chamba,Chamba,"Water Melon",Other,Medium,19/05/2025,1800,2000,1900
"Himachal Pradesh",Hamirpur,Hamirpur,"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,3000,3500,3200
"Himachal Pradesh",Hamirpur,Hamirpur,Capsicum,Other,FAQ,19/05/2025,3000,3200,3100
"Himachal Pradesh",Hamirpur,Hamirpur,"Green Chilli",Other,FAQ,19/05/2025,4000,5000,4500
"Himachal Pradesh",Hamirpur,Hamirpur,"Mousambi(Sweet Lime)",Other,Medium,19/05/2025,7000,7000,7000
"Himachal Pradesh",Kangra,Dharamshala,Capsicum,Other,FAQ,19/05/2025,2800,3000,2900
"Himachal Pradesh",Kangra,Dharamshala,Tomato,Other,FAQ,19/05/2025,1200,1400,1300
"Himachal Pradesh",Kangra,Kangra,Apple,Other,Medium,19/05/2025,15000,20000,17000
"Himachal Pradesh",Kangra,Kangra,Cabbage,Other,FAQ,19/05/2025,1000,1200,1100
"Himachal Pradesh",Kangra,Kangra,Capsicum,Other,FAQ,19/05/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra,Garlic,Average,FAQ,19/05/2025,8000,9000,8500
"Himachal Pradesh",Kangra,Kangra,Ginger(Green),Other,FAQ,19/05/2025,5500,6000,5700
"Himachal Pradesh",Kangra,Kangra,Guava,Other,Medium,19/05/2025,10000,11000,10000
"Himachal Pradesh",Kangra,Kangra,"Mousambi(Sweet Lime)",Other,Medium,19/05/2025,5000,6000,5500
"Himachal Pradesh",Kangra,Kangra,Pineapple,Other,Medium,19/05/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Kangra,Potato,Other,FAQ,19/05/2025,1200,1600,1400
"Himachal Pradesh",Kangra,Kangra,Pumpkin,Other,FAQ,19/05/2025,1000,1500,1200
"Himachal Pradesh",Kangra,Kangra,Raddish,Other,FAQ,19/05/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Green Chilli","Green Chilly",FAQ,19/05/2025,3000,3500,3300
"Himachal Pradesh",Kangra,Kangra(Baijnath),Mango,Dusheri,Medium,19/05/2025,7000,7500,7200
"Himachal Pradesh",Kangra,Kangra(Baijnath),Papaya,Other,Medium,19/05/2025,3500,3700,3600
"Himachal Pradesh",Kangra,Kangra(Baijnath),Pomegranate,Other,Medium,19/05/2025,11500,13000,12300
"Himachal Pradesh",Kangra,Kangra(Baijnath),Spinach,Other,FAQ,19/05/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Brinjal,Brinjal,FAQ,19/05/2025,2000,2200,2100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,19/05/2025,4800,5200,5000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Coriander(Leaves),Coriander,FAQ,19/05/2025,4000,4200,4100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Ginger(Green),"Green Ginger",FAQ,19/05/2025,6500,7500,7000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,19/05/2025,8500,9500,9000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Onion,"1st Sort",FAQ,19/05/2025,1800,1900,1850
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,19/05/2025,4200,4600,4400
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,19/05/2025,1500,1800,1700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Banana,Amruthapani,Medium,19/05/2025,4000,4500,4200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bitter gourd","Bitter Gourd",FAQ,19/05/2025,1800,2500,2000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1000,1500,1200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Carrot,Carrot,FAQ,19/05/2025,1600,2000,1800
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Ginger(Green),"Green Ginger",FAQ,19/05/2025,5500,6000,5700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Guava,Guava,Medium,19/05/2025,9000,10000,9500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Mango,Other,Medium,19/05/2025,4500,7500,5500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Papaya,Other,Medium,19/05/2025,3000,3500,3200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Potato,Other,FAQ,19/05/2025,1000,1500,1200
"Himachal Pradesh",Kangra,Palampur,Apple,Apple,Medium,19/05/2025,14000,16000,15500
"Himachal Pradesh",Kangra,Palampur,Beetroot,Beetroot,FAQ,19/05/2025,3500,4000,3800
"Himachal Pradesh",Kangra,Palampur,"Bitter gourd",Other,FAQ,19/05/2025,3000,3200,3100
"Himachal Pradesh",Kangra,Palampur,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1700,1800,1750
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,19/05/2025,1400,1500,1450
"Himachal Pradesh",Kangra,Palampur,"Green Chilli","Green Chilly",FAQ,19/05/2025,2800,3000,2900
"Himachal Pradesh",Kangra,Palampur,Mango,Safeda,Medium,19/05/2025,6500,7000,6800
"Himachal Pradesh",Kangra,Palampur,Mango,Totapuri,Medium,19/05/2025,5000,6000,5800
"Himachal Pradesh",Kangra,Palampur,Pineapple,Other,Medium,19/05/2025,4500,5000,4800
"Himachal Pradesh",Kangra,Palampur,Tinda,Tinda,FAQ,19/05/2025,2700,3000,2800
"Himachal Pradesh",Kangra,Palampur,"Water Melon",Other,Medium,19/05/2025,1400,1500,1450
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Cherry,Other,Medium,19/05/2025,4000,8500,7000
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)","Peas Wet",Other,FAQ,19/05/2025,4000,6000,5000
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bitter gourd",Other,FAQ,19/05/2025,2500,3000,2800
"Himachal Pradesh",Solan,Solan(Nalagarh),Cucumbar(Kheera),Other,FAQ,19/05/2025,1300,1600,1500
"Himachal Pradesh",Solan,Solan(Nalagarh),"Green Chilli",Other,FAQ,19/05/2025,2200,2600,2400
"Himachal Pradesh",Solan,Solan(Nalagarh),"Karbuja(Musk Melon)",Karbhuja,Medium,19/05/2025,1400,1800,1600
"Himachal Pradesh",Solan,Solan(Nalagarh),Onion,Other,FAQ,19/05/2025,1400,1800,1600
"Himachal Pradesh",Solan,Solan(Nalagarh),Potato,Other,FAQ,19/05/2025,1100,1300,1200
"Jammu and Kashmir",Kathua,Kathua,Coriander(Leaves),Coriander,FAQ,19/05/2025,2000,2500,2250
"Jammu and Kashmir",Kathua,Kathua,"Green Chilli",Other,FAQ,19/05/2025,1800,2000,1900
"Jammu and Kashmir",Kathua,Kathua,"Indian Beans (Seam)",Other,FAQ,19/05/2025,8000,9000,8500
"Jammu and Kashmir",Kathua,Kathua,"Karbuja(Musk Melon)",Other,Medium,19/05/2025,1000,1200,1100
"Jammu and Kashmir",Kathua,Kathua,Lemon,Other,FAQ,19/05/2025,8000,9000,8500
"Jammu and Kashmir",Kathua,Kathua,Mango,Totapuri,Medium,19/05/2025,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,Raddish,Other,FAQ,19/05/2025,1500,2000,1750
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Banana,Other,Medium,19/05/2025,6000,6200,6100
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Bottle gourd",Other,FAQ,19/05/2025,1500,1700,1600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Brinjal,Other,FAQ,19/05/2025,2500,2700,2600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Mousambi(Sweet Lime)",Mousambi,Medium,19/05/2025,3500,3700,3600
Kerala,Alappuzha,Chengannur,"Bottle gourd",Other,FAQ,19/05/2025,1400,1700,1500
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,19/05/2025,0,0,7000
Kerala,Alappuzha,Chengannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,19/05/2025,3400,3700,3500
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,19/05/2025,2900,3200,3000
Kerala,Alappuzha,Cherthala,"Bitter gourd",Other,FAQ,19/05/2025,4800,5000,4900
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,19/05/2025,3500,3700,3600
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,2500,2700,2600
Kerala,Alappuzha,Cherthala,"Long Melon(Kakri)",Other,FAQ,19/05/2025,5000,5200,5100
Kerala,Alappuzha,Cherthala,Onion,Big,FAQ,19/05/2025,2500,2700,2600
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,19/05/2025,7000,7600,7000
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,19/05/2025,5000,5500,5000
Kerala,Alappuzha,Mannar,Amphophalus,Other,FAQ,19/05/2025,2000,2200,2100
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,3100,3300,3200
Kerala,Alappuzha,Mannar,Cabbage,Other,FAQ,19/05/2025,3000,3200,3100
Kerala,Alappuzha,Mannar,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,2000,2200,2100
Kerala,Alappuzha,Mannar,Ginger(Green),Other,FAQ,19/05/2025,7000,7200,7100
Kerala,Alappuzha,Mannar,Onion,Big,FAQ,19/05/2025,2200,2400,2300
Kerala,Alappuzha,Mannar,Potato,Other,FAQ,19/05/2025,3500,3700,3600
Kerala,Alappuzha,Mannar,Tomato,Other,FAQ,19/05/2025,3500,3800,3600
Kerala,Ernakulam,Angamaly,Amaranthus,Amaranthus,FAQ,19/05/2025,2500,3500,3000
Kerala,Ernakulam,Angamaly,"Green Chilli","Green Chilly",FAQ,19/05/2025,3200,7000,5000
Kerala,Ernakulam,Angamaly,Pineapple,"Pine Apple",Large,19/05/2025,3600,6000,5000
Kerala,Ernakulam,Angamaly,Potato,Potato,FAQ,19/05/2025,3400,4000,3800
Kerala,Ernakulam,Ernakulam,Banana,"Nendra Bale",Large,19/05/2025,5100,5300,5200
Kerala,Ernakulam,Ernakulam,Tomato,Tomato,FAQ,19/05/2025,2600,2800,2700
Kerala,Ernakulam,"Kunnukara  VFPCK",Banana,"Nendra Bale",Large,19/05/2025,4300,4500,4400
Kerala,Ernakulam,"Malayattoor  VFPCK",Banana,Palayamthodan,Large,19/05/2025,0,0,2900
Kerala,Ernakulam,"Malayattoor  VFPCK",Banana,Poovan,Large,19/05/2025,0,0,5000
Kerala,Ernakulam,"North Paravur","Banana - Green","Banana - Green",FAQ,19/05/2025,5500,6500,6000
Kerala,Ernakulam,"North Paravur",Capsicum,Capsicum,FAQ,19/05/2025,5000,6000,5500
Kerala,Ernakulam,"North Paravur",Cauliflower,"African Sarson",FAQ,19/05/2025,3500,4000,3800
Kerala,Ernakulam,"North Paravur",Cowpea(Veg),"Cowpea (Veg)",FAQ,19/05/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur",Ridgeguard(Tori),Other,FAQ,19/05/2025,4500,5500,5000
Kerala,Ernakulam,Perumbavoor,"Black pepper",Garbled,FAQ,19/05/2025,67000,68000,67500
Kerala,Ernakulam,Perumbavoor,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,1400,2400,1800
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,19/05/2025,1800,2800,2300
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,19/05/2025,2500,3500,3000
Kerala,Ernakulam,Perumbavoor,"Coconut Seed","Coconut Seed",FAQ,19/05/2025,6000,7000,6500
Kerala,Ernakulam,Perumbavoor,"Field Pea","Field Pea",FAQ,19/05/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,19/05/2025,30000,31000,30500
Kerala,Ernakulam,Perumbavoor,"Little gourd (Kundru)",Other,FAQ,19/05/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,19/05/2025,2000,3000,2500
Kerala,Ernakulam,Thrippunithura,"Banana - Green","Banana - Green",FAQ,19/05/2025,5000,7000,5200
Kerala,Ernakulam,Thrippunithura,"Cluster beans","Cluster Beans",FAQ,19/05/2025,4500,6000,4800
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,19/05/2025,2200,4000,2400
Kerala,Ernakulam,Thrippunithura,Snakeguard,Snakeguard,FAQ,19/05/2025,4300,5000,4500
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,19/05/2025,3500,4000,3700
Kerala,Idukki,Munnar,Papaya,Other,Medium,19/05/2025,3500,4000,4000
Kerala,Idukki,Munnar,Potato,Other,FAQ,19/05/2025,4000,6000,5000
Kerala,Idukki,Munnar,Pumpkin,Other,FAQ,19/05/2025,2000,3500,3000
Kerala,Idukki,Munnar,Tomato,Other,FAQ,19/05/2025,2500,3000,3000
Kerala,Kannur,Kannur,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,3200,3400,3300
Kerala,Kannur,Thalasserry,Carrot,Carrot,FAQ,19/05/2025,3400,3600,3500
Kerala,Kannur,Thalasserry,Onion,"1st Sort",FAQ,19/05/2025,1800,2100,2000
Kerala,Kottayam,Ettumanoor,Onion,Big,FAQ,19/05/2025,2100,2300,2200
Kerala,Kottayam,Ettumanoor,Potato,Potato,FAQ,19/05/2025,3200,3400,3300
Kerala,Kottayam,Ettumanoor,Snakeguard,Snakeguard,FAQ,19/05/2025,3700,4000,3800
Kerala,Kottayam,Pampady,"Banana - Green","Banana - Green",FAQ,19/05/2025,6000,7000,6500
Kerala,Kottayam,Pampady,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,3300,4500,4000
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,19/05/2025,4000,5000,4500
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,19/05/2025,4500,5500,5000
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,19/05/2025,1500,2500,2000
Kerala,Kottayam,Pampady,Potato,Other,FAQ,19/05/2025,3300,4500,4000
Kerala,Kottayam,Pampady,Tomato,Other,FAQ,19/05/2025,2800,4000,3000
Kerala,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,19/05/2025,2400,2800,2600
Kerala,Kozhikode(Calicut),Mukkom,"Banana - Green","Banana - Green",FAQ,19/05/2025,3500,4200,4000
Kerala,Kozhikode(Calicut),Mukkom,"Bitter gourd","Bitter Gourd",FAQ,19/05/2025,7000,7400,7200
Kerala,Kozhikode(Calicut),Mukkom,"Bottle gourd","Bottle Gourd",FAQ,19/05/2025,2400,2600,2500
Kerala,Kozhikode(Calicut),Mukkom,Brinjal,Brinjal,FAQ,19/05/2025,3000,3600,3400
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,19/05/2025,1800,2100,2000
Kerala,Kozhikode(Calicut),Palayam,Amphophalus,Other,FAQ,19/05/2025,6000,6000,6000
Kerala,Kozhikode(Calicut),Palayam,"Coconut Seed",Other,FAQ,19/05/2025,6800,6800,6800
Kerala,Kozhikode(Calicut),Palayam,"French Beans (Frasbean)",Other,FAQ,19/05/2025,6500,6500,6500
Kerala,Kozhikode(Calicut),Palayam,Onion,Other,FAQ,19/05/2025,1700,1700,1700
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,Amphophalus,FAQ,19/05/2025,7200,8000,7500
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,19/05/2025,4500,5500,5000
Kerala,Kozhikode(Calicut),Perambra,Potato,Other,FAQ,19/05/2025,2500,2800,2700
Kerala,Kozhikode(Calicut),Quilandy,Amphophalus,Other,FAQ,19/05/2025,6300,6500,6400
Kerala,Kozhikode(Calicut),Quilandy,"Banana - Green",Other,FAQ,19/05/2025,4400,4500,4500
Kerala,Kozhikode(Calicut),Quilandy,"Green Chilli",Other,FAQ,19/05/2025,4200,4500,4400
Kerala,Kozhikode(Calicut),Quilandy,Onion,Other,FAQ,19/05/2025,2100,2200,2100
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,2600,2900,2900
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Pumpkin,Pumpkin,FAQ,19/05/2025,900,1200,1200
Kerala,Malappuram,Kottakkal,Banana,"Nendra Bale",Large,19/05/2025,5600,5800,5700
Kerala,Malappuram,Kottakkal,Beans,Other,FAQ,19/05/2025,8800,9000,8900
Kerala,Malappuram,Kottakkal,Brinjal,Other,FAQ,19/05/2025,1800,2000,1900
Kerala,Malappuram,Kottakkal,Capsicum,Other,FAQ,19/05/2025,4400,4600,4500
Kerala,Malappuram,Kottakkal,Drumstick,Other,FAQ,19/05/2025,7300,7500,7400
Kerala,Malappuram,Kottakkal,Guava,Banarasi,Large,19/05/2025,5600,5800,5700
Kerala,Malappuram,Kottakkal,"Water Melon",Other,Large,19/05/2025,1200,1400,1300
Kerala,Malappuram,Perinthalmanna,Banana,Other,Large,19/05/2025,5500,6400,6000
Kerala,Malappuram,Perinthalmanna,Cauliflower,Cauliflower,FAQ,19/05/2025,2500,3000,2800
Kerala,Malappuram,Perinthalmanna,"Green Chilli","Green Chilly",FAQ,19/05/2025,3500,4500,4000
Kerala,Palakad,Koduvayoor,Beetroot,Other,FAQ,19/05/2025,3500,3900,3700
Kerala,Palakad,Koduvayoor,Brinjal,Other,FAQ,19/05/2025,2400,2800,2600
Kerala,Palakad,Koduvayoor,"Cluster beans",Other,FAQ,19/05/2025,2800,3200,3000
Kerala,Palakad,Koduvayoor,"French Beans (Frasbean)",Other,FAQ,19/05/2025,8500,8900,8700
Kerala,Palakad,Koduvayoor,"Green Avare (W)",Other,FAQ,19/05/2025,6800,7200,7000
Kerala,Palakad,Koduvayoor,Lime,Other,Medium,19/05/2025,9000,9400,9200
Kerala,Palakad,Koduvayoor,Mango,Other,Medium,19/05/2025,1000,1800,1400
Kerala,Palakad,Koduvayoor,Snakeguard,Other,FAQ,19/05/2025,2600,3000,2800
Kerala,Palakad,Koduvayoor,Tomato,Other,FAQ,19/05/2025,2000,2400,2200
Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,FAQ,19/05/2025,2000,2000,2000
Kerala,Thirssur,Irinjalakkuda,Banana,Other,Large,19/05/2025,5500,5500,5500
Kerala,Thirssur,Thrissur,Amaranthus,Amaranthus,FAQ,19/05/2025,1800,1800,1800
Kerala,Thirssur,Thrissur,"Elephant Yam (Suran)",Other,FAQ,19/05/2025,5100,5100,5100
Kerala,Thirssur,Thrissur,Lemon,Other,FAQ,19/05/2025,10000,10000,10000
Kerala,Thirssur,Thrissur,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,19/05/2025,3500,3500,3500
Kerala,Thirssur,Thrissur,Onion,Onion,FAQ,19/05/2025,2000,2000,2000
Kerala,Thirssur,Thrissur,Tomato,Tomato,FAQ,19/05/2025,1500,1500,1500
Kerala,Thiruvananthapuram,Parassala,"Bhindi(Ladies Finger)",Other,FAQ,19/05/2025,2800,3000,2800
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,FAQ,19/05/2025,5800,6000,5800
Kerala,Thiruvananthapuram,Parassala,Tomato,Tomato,FAQ,19/05/2025,2800,3000,2800
Nagaland,Kohima,Kohima,Cabbage,Cabbage,FAQ,19/05/2025,4000,4200,4100
Nagaland,Kohima,Kohima,Potato,Potato,FAQ,19/05/2025,4000,4200,4100
Odisha,Balasore,Jaleswar,Garlic,Other,FAQ,19/05/2025,5800,6200,6000
Odisha,Balasore,Jaleswar,"Pointed gourd (Parval)",Other,FAQ,19/05/2025,2000,2400,2200
Odisha,Balasore,Nilagiri,Pumpkin,Other,FAQ,19/05/2025,700,800,750
Odisha,Balasore,Nilagiri,"Water Melon",Other,Medium,19/05/2025,1400,1500,1450
Odisha,Bargarh,Attabira,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/05/2025,3500,4000,3500
Odisha,Bargarh,Attabira,"Bitter gourd","Bitter Gourd",FAQ,19/05/2025,3500,4000,3500
Odisha,Bargarh,Attabira,"Green Chilli",Other,FAQ,19/05/2025,5000,6000,5500
Odisha,Bargarh,Attabira,"Little gourd (Kundru)",Other,FAQ,19/05/2025,2500,3000,2500
Odisha,Bargarh,Attabira,Pumpkin,Other,FAQ,19/05/2025,1200,1300,1200
Odisha,Bargarh,Godabhaga,Paddy(Dhan)(Common),Other,FAQ,19/05/2025,2300,2320,2300
Odisha,Boudh,Boudh,"Banana - Green","Banana - Green",FAQ,19/05/2025,3500,4200,4000
